,wind_code,sec_name,ar_by_buyer_name,ar_buyer_standard,ar_buyer_subid,cus_name,cus_name_standard,cus_name_subid,ar_buyer_region,cus_region,match_score
223837,002498.SZ,汉缆股份,江苏省电力公司,江苏省电力公司,49,国网江苏省电力公司,国网江苏省电力公司,16,江苏,江苏,100
223844,002498.SZ,汉缆股份,江苏省电力公司,江苏省电力公司,49,江苏省电力公司,江苏省电力公司,23,江苏,江苏,100
223864,002498.SZ,汉缆股份,浙江省电力公司,浙江省电力公司,50,国网浙江省电力公司物资分公司,国网浙江省电力公司物资分公司,18,浙江,浙江,100
223895,002498.SZ,汉缆股份,深圳供电局有限公司,深圳供电局有限公司,51,深圳供电局有限公司,深圳供电局有限公司,24,深圳,深圳,100
224021,002498.SZ,汉缆股份,阳江明阳海上风电开发有限公司,阳江明阳海上风电开发有限公司,56,阳江明阳海上风电开发有限公司,阳江明阳海上风电开发有限公司,25,阳江,阳江,100
224090,002508.SZ,老板电器,广州恒大材料设备有限公司,广州恒大材料设备有限公司,2,广州恒大材料设备有限公司,广州恒大材料设备有限公司,6,广州,广州,100
224463,002514.SZ,宝馨科技,安徽风和电力建设有限公司,安徽风和电力建设有限公司,21,安徽风和电力建设有限公司集团,安徽风和电力建设有限公司集团,8,安徽,安徽,100
224492,002514.SZ,宝馨科技,徐州泰旭智慧能源有限公司,徐州泰旭智慧能源有限公司,23,徐州泰旭智慧能源有限公司集团,徐州泰旭智慧能源有限公司集团,9,徐州,徐州,100
224677,002514.SZ,宝馨科技,阜新发电有限责任公司,阜新发电有限责任公司,36,阜新发电有限责任公司,阜新发电有限责任公司,12,阜新,阜新,100
224678,002514.SZ,宝馨科技,阜新发电有限责任公司,阜新发电有限责任公司,36,阜新发电有限责任公司集团,阜新发电有限责任公司集团,13,阜新,阜新,100
224767,002517.SZ,恺英网络,上海贪玩信息技术有限公司,上海贪玩信息技术有限公司,11,上海贪玩信息技术有限公司,上海贪玩信息技术有限公司,4,上海,上海,100
224810,002517.SZ,恺英网络,天津百度紫桐科技有限公司,天津百度紫桐科技有限公司,17,天津百度紫桐科技有限公司,天津百度紫桐科技有限公司,5,天津,天津,100
224958,002517.SZ,恺英网络,深圳市腾讯计算机系统有限公司,深圳市腾讯计算机系统有限公司,38,深圳市腾讯计算机系统有限公司,深圳市腾讯计算机系统有限公司,6,深圳,深圳,100
225161,002521.SZ,齐峰新材,江苏明盛木业有限公司,江苏明盛木业有限公司,15,江苏明盛木业有限公司,江苏明盛木业有限公司,6,江苏,江苏,100
225219,002521.SZ,齐峰新材,浙江盛龙装饰材料有限公司,浙江盛龙装饰材料有限公司,20,浙江盛龙装饰材料有限公司,浙江盛龙装饰材料有限公司,9,浙江,浙江,100
225231,002521.SZ,齐峰新材,浙江雅琪诺装饰材料有限公司,浙江雅琪诺装饰材料有限公司,21,浙江雅琪诺装饰材料有限公司,浙江雅琪诺装饰材料有限公司,10,浙江,浙江,100
225370,002523.SZ,天桥起重,新疆东方希望有色金属有限公司,新疆东方希望有色金属有限公司,12,新疆东方希望有色金属有限公司,新疆东方希望有色金属有限公司,4,东方,东方,100
225391,002523.SZ,天桥起重,河北伟炬电讯设备有限公司,河北伟炬电讯设备有限公司,16,河北伟炬电讯设备有限公司,河北伟炬电讯设备有限公司,5,河北,河北,100
225470,002524.SZ,光正眼科,克拉玛依顺通环保科技有限责任公司,克拉玛依顺通环保科技有限责任公司,4,克拉玛依顺通环保科技有限责任公司,克拉玛依顺通环保科技有限责任公司,5,克拉玛依,克拉玛依,100
225897,002526.SZ,山东矿机,西安朗意科技发展有限公司,西安朗意科技发展有限公司,20,西安朗意科技发展有限公司神树畔煤矿,西安朗意科技发展有限公司神树畔煤矿,7,西安,西安,100
225905,002526.SZ,山东矿机,西安朗意科技发展有限公司神树畔煤矿,西安朗意科技发展有限公司神树畔煤矿,21,西安朗意科技发展有限公司神树畔煤矿,西安朗意科技发展有限公司神树畔煤矿,7,西安,西安,100
225922,002526.SZ,山东矿机,贵州湾田物资供应有限公司,贵州湾田物资供应有限公司,23,贵州湾田物资供应有限公司,贵州湾田物资供应有限公司,8,贵州,贵州,100
226033,002531.SZ,天顺风能,北京天源科创风电技术有限责任公司,北京天源科创风电技术有限责任公司,16,北京天源科创风电技术有限责任公司,北京天源科创风电技术有限责任公司,4,北京,北京,100
226410,002539.SZ,云图控股,乐山和邦农业科技有限公司,乐山和邦农业科技有限公司,16,乐山和邦农业科技有限公司,乐山和邦农业科技有限公司,6,乐山,乐山,100
226443,002539.SZ,云图控股,南通江山农药化工股份有限公司,南通江山农药化工股份有限公司,18,南通江山农药化工股份有限公司,南通江山农药化工股份有限公司,7,南通,南通,100
226508,002539.SZ,云图控股,四川省乐山市福华通达农药科技有限公司,四川省乐山市福华通达农药科技有限公司,22,四川省乐山市福华通达农药科技有限公司,四川省乐山市福华通达农药科技有限公司,8,四川,四川,100
226575,002539.SZ,云图控股,广东天禾农资股份有限公司,广东天禾农资股份有限公司,26,广东天禾农资股份有限公司,广东天禾农资股份有限公司,11,广东,广东,100
226818,002539.SZ,云图控股,泰兴市兴安精细化工有限公司,泰兴市兴安精细化工有限公司,41,泰兴市兴安精细化工有限公司,泰兴市兴安精细化工有限公司,14,兴安,兴安,100
226835,002539.SZ,云图控股,湖北云鹤盐业运销有限公司,湖北云鹤盐业运销有限公司,42,湖北云鹤盐业运销有限公司,湖北云鹤盐业运销有限公司,15,湖北,湖北,100
227597,002549.SZ,凯美特气,中国石化海南炼油化工有限公司,中国石化海南炼油化工有限公司,1,中国石化海南炼油化工有限公司,中国石化海南炼油化工有限公司,1,海南,海南,100
227614,002549.SZ,凯美特气,中国石油化工股份有限公司安庆分公司,中国石油化工股份有限公司安庆分公司,2,中国石油化工股份有限公司安庆分公司,中国石油化工股份有限公司安庆分公司,3,安庆,安庆,100
228045,002549.SZ,凯美特气,福建联合石油化工有限公司,福建联合石油化工有限公司,30,福建省联合石油化工有限公司,福建省联合石油化工有限公司,14,福建,福建,92
228046,002549.SZ,凯美特气,福建联合石油化工有限公司,福建联合石油化工有限公司,30,福建联合石油化工有限公司,福建联合石油化工有限公司,15,福建,福建,100
228375,002551.SZ,尚荣医疗,江西省南丰县人民医院,江西省南丰县人民医院,11,江西省南丰县人民医院,江西省南丰县人民医院,14,江西,江西,100
228400,002551.SZ,尚荣医疗,河南许昌第二人民医院,河南许昌第二人民医院,12,河南许昌第二人民医院,河南许昌第二人民医院,15,河南,河南,100
228449,002551.SZ,尚荣医疗,渭南市第二医院,渭南市第二医院,14,渭南市第二医院,渭南市第二医院,16,渭南,渭南,100
229124,002552.SZ,宝鼎科技,宜昌船舶柴油机有限公司,宜昌船舶柴油机有限公司,14,宜昌船舶柴油机有限公司,宜昌船舶柴油机有限公司,8,宜昌,宜昌,100
229219,002552.SZ,宝鼎科技,广东喜珍电路科技有限公司,广东喜珍电路科技有限公司,18,广东喜珍电路科技有限公司,广东喜珍电路科技有限公司,11,广东,广东,100
229267,002552.SZ,宝鼎科技,无锡市东舟船舶设备股份有限公司,无锡市东舟船舶设备股份有限公司,20,无锡市东舟船舶设备股份有限公司,无锡市东舟船舶设备股份有限公司,13,无锡,无锡,100
229337,002552.SZ,宝鼎科技,杭州杭发发电设备有限公司,杭州杭发发电设备有限公司,23,杭州杭发发电设备有限公司,杭州杭发发电设备有限公司,14,杭州,杭州,100
229408,002552.SZ,宝鼎科技,江苏华帝海洋工程设备制造有限公司,江苏华帝海洋工程设备制造有限公司,26,江苏华帝海洋工程设备制造有限公司,江苏华帝海洋工程设备制造有限公司,16,江苏,江苏,100
229478,002552.SZ,宝鼎科技,江苏新扬子造船有限公司,江苏新扬子造船有限公司,29,江苏新扬子造船有限公司,江苏新扬子造船有限公司,17,江苏,江苏,100
229502,002552.SZ,宝鼎科技,浙江天马轴承集团有限公司,浙江天马轴承集团有限公司,30,浙江天马轴承集团有限公司,浙江天马轴承集团有限公司,18,浙江,浙江,100
229619,002552.SZ,宝鼎科技,湖北金禄科技有限公司,湖北金禄科技有限公司,35,湖北金禄科技有限公司,湖北金禄科技有限公司,20,湖北,湖北,100
229759,002552.SZ,宝鼎科技,镇江中船瓦锡兰螺旋桨有限公司,镇江中船瓦锡兰螺旋桨有限公司,41,镇江中船瓦锡兰螺旋桨有限公司,镇江中船瓦锡兰螺旋桨有限公司,22,镇江,镇江,100
231259,002560.SZ,通达股份,成都飞机工业(集团)有限责任公司,成都飞机工业(集团)有限责任公司,47,成都飞机工业(集团)有限责任公司,成都飞机工业(集团)有限责任公司,13,成都,成都,100
231479,002560.SZ,通达股份,河南金航铝业有限公司,河南金航铝业有限公司,55,河南金航铝业有限公司,河南金航铝业有限公司,17,河南,河南,100
231700,002560.SZ,通达股份,郑州华力电缆有限公司,郑州华力电缆有限公司,63,郑州华力电缆有限公司,郑州华力电缆有限公司,22,郑州,郑州,100
231729,002560.SZ,通达股份,郑州祥和集团电气设备有限公司电缆分公司,郑州祥和集团电气设备有限公司电缆分公司,64,郑州祥和集团电气设备有限公司电缆分公司,郑州祥和集团电气设备有限公司电缆分公司,24,郑州,郑州,100
231923,002565.SZ,顺灏股份,上海裕金实业有限公司,上海裕金实业有限公司,2,上海裕金实业有限公司,上海裕金实业有限公司,1,上海,上海,100
231948,002565.SZ,顺灏股份,云南中烟物资(集团)有限责任公司,云南中烟物资(集团)有限责任公司,6,云南中烟物资(集团)有限责任公司,云南中烟物资(集团)有限责任公司,2,云南,云南,100
232047,002565.SZ,顺灏股份,深圳市科彩印务有限公司,深圳市科彩印务有限公司,22,深圳市科彩印务有限公司,深圳市科彩印务有限公司,5,深圳,深圳,100
232060,002565.SZ,顺灏股份,福建鑫叶投资管理集团有限公司,福建鑫叶投资管理集团有限公司,24,福建鑫叶投资管理集团有限公司,福建鑫叶投资管理集团有限公司,6,福建,福建,100
232156,002569.SZ,ST步森,郑州专卖店(何帆),郑州专卖店(何帆),18,郑州专卖店(何帆),郑州专卖店(何帆),5,郑州,郑州,100
232277,002574.SZ,明牌珠宝,北京福都来商贸有限公司,北京福都来商贸有限公司,7,北京福都来商贸有限公司,北京福都来商贸有限公司,2,北京,北京,100
232336,002574.SZ,明牌珠宝,南昌市西湖区洪城路永盛珠宝首饰中心,南昌市西湖区洪城路永盛珠宝首饰中心,10,南昌市西湖区洪城路永盛珠宝首饰中心,南昌市西湖区洪城路永盛珠宝首饰中心,4,南昌,南昌,100
232491,002574.SZ,明牌珠宝,山东中金嘉禾珠宝有限公司(山东鲁滨首饰有限公司),山东中金嘉禾珠宝有限公司(山东鲁滨首饰有限公司),18,山东鲁滨首饰有限公司,山东鲁滨首饰有限公司,7,山东,山东,100
232510,002574.SZ,明牌珠宝,山东鲁滨首饰有限公司,山东鲁滨首饰有限公司,19,山东鲁滨首饰有限公司,山东鲁滨首饰有限公司,7,山东,山东,100
232627,002574.SZ,明牌珠宝,沈阳铁西百货大楼有限公司,沈阳铁西百货大楼有限公司,25,沈阳铁西百货大楼有限公司,沈阳铁西百货大楼有限公司,10,沈阳,沈阳,100
232685,002574.SZ,明牌珠宝,浙江日月集团湖州金店有限公司,浙江日月集团湖州金店有限公司,28,浙江日月集团湖州金店有限公司,浙江日月集团湖州金店有限公司,11,浙江,浙江,100
232745,002574.SZ,明牌珠宝,湖北晶木开运黄金屋商贸有限责任公司,湖北晶木开运黄金屋商贸有限责任公司,31,湖北晶木开运黄金屋商贸有限责任公司,湖北晶木开运黄金屋商贸有限责任公司,14,湖北,湖北,100
232823,002574.SZ,明牌珠宝,辽宁兴隆百货集团有限公司及其附属公司,辽宁兴隆百货集团有限公司及其附属公司,35,辽宁兴隆百货集团有限公司及其附属公司,辽宁兴隆百货集团有限公司及其附属公司,16,辽宁,辽宁,100
232864,002574.SZ,明牌珠宝,郑州鹏尊商贸有限公司,郑州鹏尊商贸有限公司,37,郑州鹏尊商贸有限公司,郑州鹏尊商贸有限公司,19,郑州,郑州,100
233047,002575.SZ,群兴玩具,北京数据星空科技有限公司,北京数据星空科技有限公司,7,北京数据星空科技有限公司,北京数据星空科技有限公司,3,北京,北京,100
233059,002575.SZ,群兴玩具,北京汉鼎盛世咨询服务有限公司,北京汉鼎盛世咨询服务有限公司,8,北京汉鼎盛世咨询服务有限公司,北京汉鼎盛世咨询服务有限公司,4,北京,北京,100
233116,002575.SZ,群兴玩具,汕头市宇泰进出口贸易有限公司,汕头市宇泰进出口贸易有限公司,13,汕头市宇泰进出口贸易有限公司,汕头市宇泰进出口贸易有限公司,6,汕头,汕头,100
233150,002575.SZ,群兴玩具,汕头市澄海区艳阳春贸易有限公司,汕头市澄海区艳阳春贸易有限公司,16,汕头市澄海区艳阳春贸易有限公司,汕头市澄海区艳阳春贸易有限公司,7,汕头,汕头,100
233173,002575.SZ,群兴玩具,汕头市迪华贸易有限公司,汕头市迪华贸易有限公司,18,汕头市迪华贸易有限公司,汕头市迪华贸易有限公司,8,汕头,汕头,100
233186,002575.SZ,群兴玩具,汕头市金明工艺玩具进出口有限公司,汕头市金明工艺玩具进出口有限公司,19,汕头市金明工艺玩具进出口有限公司,汕头市金明工艺玩具进出口有限公司,10,汕头,汕头,100
233282,002576.SZ,通达动力,上海 ABB 电机有限公司,上海 ABB 电机有限公司,3,上海 ABB 电机有限公司,上海 ABB 电机有限公司,2,上海,上海,100
233291,002576.SZ,通达动力,上海ABB电机有限公司,上海ABB电机有限公司,4,上海ABB电机有限公司,上海ABB电机有限公司,3,上海,上海,100
233440,002576.SZ,通达动力,雷勃电气(无锡)有限公司,雷勃电气(无锡)有限公司,22,雷勃电气(无锡)有限公司,雷勃电气(无锡)有限公司,8,无锡,无锡,100
233452,002582.SZ,好想你,北京京东世纪信息技术有限公司,北京京东世纪信息技术有限公司,3,北京京东世纪信息技术有限公司,北京京东世纪信息技术有限公司,2,北京,北京,100
233489,002582.SZ,好想你,浙江昊超网络科技有限公司,浙江昊超网络科技有限公司,10,浙江吴超网络科技有限公司,浙江吴超网络科技有限公司,4,浙江,浙江,92
233646,002585.SZ,双星新材,无锡市星瑞包装科技有限公司,无锡市星瑞包装科技有限公司,13,无锡市星瑞包装科技有限公司,无锡市星瑞包装科技有限公司,2,无锡,无锡,100
233682,002585.SZ,双星新材,浙江天裕包装新材料有限公司,浙江天裕包装新材料有限公司,18,浙江天裕包装新材料有限公司,浙江天裕包装新材料有限公司,3,浙江,浙江,100
233690,002585.SZ,双星新材,浙江鑫盛包装材料有限公司,浙江鑫盛包装材料有限公司,19,浙江鑫盛包装材料有限公司,浙江鑫盛包装材料有限公司,4,浙江,浙江,100
233698,002585.SZ,双星新材,深圳市海天塑材有限公司,深圳市海天塑材有限公司,20,深圳市海天塑材有限公司,深圳市海天塑材有限公司,5,深圳,深圳,100
233720,002585.SZ,双星新材,苏州赛伍应用技术股份有限公司,苏州赛伍应用技术股份有限公司,23,苏州赛伍应用技术股份有限公司,苏州赛伍应用技术股份有限公司,6,苏州,苏州,100
233959,002586.SZ,*ST围海,宁波甬宁建设有限公司,宁波甬宁建设有限公司,9,宁波甬宁建设有限公司,宁波甬宁建设有限公司,9,宁波,宁波,100
234041,002586.SZ,*ST围海,安徽省引江济淮工程有限责任公司,安徽省引江济淮工程有限责任公司,12,安徽省引江济淮工程有限责任公司,安徽省引江济淮工程有限责任公司,13,安徽,安徽,100
234147,002586.SZ,*ST围海,杭州市千岛湖原水股份有限公司,杭州市千岛湖原水股份有限公司,16,杭州市千岛湖原水股份有限公司,杭州市千岛湖原水股份有限公司,15,杭州,杭州,100
234201,002586.SZ,*ST围海,江西省彭泽县水利局,江西省彭泽县水利局,18,江西省彭泽县水利局,江西省彭泽县水利局,17,江西,江西,100
234333,002586.SZ,*ST围海,温州市瓯飞经济开发投资有限公司,温州市瓯飞经济开发投资有限公司,23,温州市瓯飞经济开发投资有限公司,温州市瓯飞经济开发投资有限公司,19,温州,温州,100
234601,002591.SZ,恒大高新,上海康恒环境股份有限公司,上海康恒环境股份有限公司,1,上海康恒环境股份有限公司,上海康恒环境股份有限公司,1,上海,上海,100
235084,002591.SZ,恒大高新,福建广润节能科技有限公司,福建广润节能科技有限公司,27,福建广润节能科技有限公司,福建广润节能科技有限公司,16,福建,福建,100
235239,002592.SZ,ST八菱,东风柳州汽车有限公司,东风柳州汽车有限公司,6,东风柳州汽车有限公司,东风柳州汽车有限公司,2,柳州,柳州,100
235722,002597.SZ,金禾实业,安徽泰合森能源科技有限责任公司,安徽泰合森能源科技有限责任公司,25,安徽泰合森能源科技有限责任公司,安徽泰合森能源科技有限责任公司,6,安徽,安徽,100
235856,002598.SZ,山东章鼓,东营浩丰新材料科技有限公司,东营浩丰新材料科技有限公司,2,东营浩丰新材料科技有限公司,东营浩丰新材料科技有限公司,1,东营,东营,100
236238,002598.SZ,山东章鼓,北京北大先锋科技有限公司,北京北大先锋科技有限公司,15,北京北大先锋科技有限公司,北京北大先锋科技有限公司,6,北京,北京,100
236563,002598.SZ,山东章鼓,山东水发鲁润水务科技有限公司,山东水发鲁润水务科技有限公司,26,山东水发鲁润水务科技有限公司,山东水发鲁润水务科技有限公司,12,山东,山东,100
236622,002598.SZ,山东章鼓,山东潍焦集团薛城能源有限公司,山东潍焦集团薛城能源有限公司,28,山东潍焦集团薛城能源有限公司,山东潍焦集团薛城能源有限公司,13,山东,山东,100
236652,002598.SZ,山东章鼓,山东能源国际贸易有限公司,山东能源国际贸易有限公司,29,山东能源国际贸易有限公司,山东能源国际贸易有限公司,14,山东,山东,100
236683,002598.SZ,山东章鼓,山东雷奥新能源有限公司,山东雷奥新能源有限公司,30,山东雷奥新能源有限公司,山东雷奥新能源有限公司,16,山东,山东,100
236713,002598.SZ,山东章鼓,山西东义煤电铝集团煤化工有限公司,山西东义煤电铝集团煤化工有限公司,31,山西东义煤电铝集团煤化工有限公司,山西东义煤电铝集团煤化工有限公司,17,山西,山西,100
236976,002598.SZ,山东章鼓,成都华西堂环保科技有限公司,成都华西堂环保科技有限公司,40,成都华西堂环保科技有限公司,成都华西堂环保科技有限公司,19,成都,成都,100
237215,002598.SZ,山东章鼓,滨州市广伟建材科技有限公司,滨州市广伟建材科技有限公司,48,滨州市广伟建材科技有限公司,滨州市广伟建材科技有限公司,26,滨州,滨州,100
237245,002598.SZ,山东章鼓,石家庄市藁城区金鑫焦化有限公司,石家庄市藁城区金鑫焦化有限公司,49,石家庄市藁城区金鑫焦化有限公司,石家庄市藁城区金鑫焦化有限公司,27,石家庄,石家庄,100
237275,002598.SZ,山东章鼓,福建龙净环保股份有限公司,福建龙净环保股份有限公司,50,福建龙净环保股份有限公司,福建龙净环保股份有限公司,28,福建,福建,100
237450,002602.SZ,世纪华通,上海贝洱热系统有限公司,上海贝洱热系统有限公司,5,上海贝洱热系统有限公司,上海贝洱热系统有限公司,6,上海,上海,100
237464,002602.SZ,世纪华通,上海马勒热系统有限公司,上海马勒热系统有限公司,6,上海马勒热系统有限公司,上海马勒热系统有限公司,7,上海,上海,100
237491,002602.SZ,世纪华通,北京百度网讯科技有限公司,北京百度网讯科技有限公司,8,北京百度网讯科技有限公司,北京百度网讯科技有限公司,8,北京,北京,100
237519,002602.SZ,世纪华通,宁波世茂铜业股份有限公司,宁波世茂铜业股份有限公司,10,宁波世茂铜业股份有限公司,宁波世茂铜业股份有限公司,10,宁波,宁波,100
237585,002602.SZ,世纪华通,沈阳捷众汽车零部件有限公司,沈阳捷众汽车零部件有限公司,15,沈阳捷众汽车零部件有限公司,沈阳捷众汽车零部件有限公司,11,沈阳,沈阳,100
237652,002602.SZ,世纪华通,青岛海尔零部件采购有限公司,青岛海尔零部件采购有限公司,20,青岛海尔零部件采购有限公司,青岛海尔零部件采购有限公司,13,青岛,青岛,100
237675,002607.SZ,中公教育,中国人寿保险芜湖分公司,中国人寿保险芜湖分公司,1,人保财险芜湖分公司,人保财险芜湖分公司,7,芜湖,芜湖,89
237770,002607.SZ,中公教育,中国平安保险芜湖分公司,中国平安保险芜湖分公司,7,平安保险芜湖分公司,平安保险芜湖分公司,12,芜湖,芜湖,100
237794,002607.SZ,中公教育,人保财险宣城分公司,人保财险宣城分公司,9,人保财险宣城分公司,人保财险宣城分公司,6,宣城,宣城,100
237810,002607.SZ,中公教育,人保财险芜湖分公司,人保财险芜湖分公司,10,人保财险芜湖分公司,人保财险芜湖分公司,7,芜湖,芜湖,100
237825,002607.SZ,中公教育,人保财险芜湖市分公司,人保财险芜湖市分公司,11,人保财险芜湖分公司,人保财险芜湖分公司,7,芜湖,芜湖,89
238070,002607.SZ,中公教育,平安保险芜湖分公司,平安保险芜湖分公司,27,平安保险芜湖分公司,平安保险芜湖分公司,12,芜湖,芜湖,100
238085,002607.SZ,中公教育,平安保险芜湖市分公司,平安保险芜湖市分公司,28,平安保险芜湖分公司,平安保险芜湖分公司,12,芜湖,芜湖,89
238310,002608.SZ,江苏国信,国网山西省电力公司,国网山西省电力公司,5,国网山西省电力公司,国网山西省电力公司,7,山西,山西,100
238351,002608.SZ,江苏国信,国网江苏省电力公司,国网江苏省电力公司,7,国网江苏省电力公司,国网江苏省电力公司,8,江苏,江苏,100
238372,002608.SZ,江苏国信,国网江苏省电力有限公司,国网江苏省电力有限公司,8,国网江苏省电力有限公司,国网江苏省电力有限公司,9,江苏,江苏,100
238413,002608.SZ,江苏国信,帝斯曼江山制药(江苏)有限公司,帝斯曼江山制药(江苏)有限公司,10,帝斯曼江山制药(江苏)有限公司,帝斯曼江山制药(江苏)有限公司,10,江苏,江苏,100
238576,002608.SZ,江苏国信,江苏国信协联能源有限公司,江苏国信协联能源有限公司,18,江苏国信协联能源有限公司,江苏国信协联能源有限公司,13,江苏,江苏,100
238597,002608.SZ,江苏国信,江苏国信连云港发电有限公司,江苏国信连云港发电有限公司,19,江苏国信连云港发电有限公司,江苏国信连云港发电有限公司,14,江苏,江苏,100
238659,002608.SZ,江苏国信,江苏省国信集团有限公司及其子公司,江苏省国信集团有限公司及其子公司,22,江苏省国信集团有限公司及其子公司,江苏省国信集团有限公司及其子公司,16,江苏,江苏,100
238680,002608.SZ,江苏国信,江苏省苏龙能源有限公司,江苏省苏龙能源有限公司,23,江苏省苏龙能源有限公司,江苏省苏龙能源有限公司,17,江苏,江苏,100
238682,002608.SZ,江苏国信,江苏省苏龙能源有限公司,江苏省苏龙能源有限公司,23,江苏苏龙能源有限公司,江苏苏龙能源有限公司,19,江苏,江苏,90
238700,002608.SZ,江苏国信,江苏苏龙能源有限公司,江苏苏龙能源有限公司,24,江苏省苏龙能源有限公司,江苏省苏龙能源有限公司,17,江苏,江苏,90
238702,002608.SZ,江苏国信,江苏苏龙能源有限公司,江苏苏龙能源有限公司,24,江苏苏龙能源有限公司,江苏苏龙能源有限公司,19,江苏,江苏,100
238783,002608.SZ,江苏国信,盐城发电有限公司,盐城发电有限公司,28,盐城发电有限公司,盐城发电有限公司,20,盐城,盐城,100
239028,002612.SZ,朗姿股份,北京空间变换科技有限公司,北京空间变换科技有限公司,13,北京空间变换科技有限公司,北京空间变换科技有限公司,9,北京,北京,100
239266,002612.SZ,朗姿股份,武汉天利阁服饰有限责任公司,武汉天利阁服饰有限责任公司,26,武汉天利阁服饰有限责任公司,武汉天利阁服饰有限责任公司,13,武汉,武汉,100
239285,002612.SZ,朗姿股份,武汉润升时尚服饰有限责任公司,武汉润升时尚服饰有限责任公司,27,武汉润升时尚服饰有限责任公司,武汉润升时尚服饰有限责任公司,14,武汉,武汉,100
239358,002612.SZ,朗姿股份,浙江天猫技术有限公司,浙江天猫技术有限公司,31,浙江天猫技术有限公司,浙江天猫技术有限公司,15,浙江,浙江,100
239486,002612.SZ,朗姿股份,重庆强宝贸易发展有限公司,重庆强宝贸易发展有限公司,38,重庆强宝贸易发展有限公司,重庆强宝贸易发展有限公司,17,重庆,重庆,100
239603,002613.SZ,北玻股份,信义光伏产业(安徽)控股有限公司,信义光伏产业(安徽)控股有限公司,3,广西信义光伏产业有限公司/信义光伏产业(安徽)控股有限公司,广西信义光伏产业有限公司/信义光伏产业(安徽)控股有限公司,12,安徽,安徽,100
239650,002613.SZ,北玻股份,南昌欧菲光学技术有限公司,南昌欧菲光学技术有限公司,5,南昌欧菲光学技术有限公司,南昌欧菲光学技术有限公司,9,南昌,南昌,100
239676,002613.SZ,北玻股份,南昌欧菲光科技有限公司,南昌欧菲光科技有限公司,6,南昌欧菲光科技有限公司,南昌欧菲光科技有限公司,10,南昌,南昌,100
239727,002613.SZ,北玻股份,广州视睿电子科技有限公司,广州视睿电子科技有限公司,8,广州视睿电子科技有限公司,广州视睿电子科技有限公司,11,广州,广州,100
239831,002613.SZ,北玻股份,河北明润达节能材料有限公司,河北明润达节能材料有限公司,12,河北明润达节能材料有限公司,河北明润达节能材料有限公司,15,河北,河北,100
240801,002622.SZ,皓宸医疗,中国移动通信集团江西有限公司宜春分公司,中国移动通信集团江西有限公司宜春分公司,10,中国移动通信集团江西有限公司宜春分公司,中国移动通信集团江西有限公司宜春分公司,4,江西,江西,100
240837,002622.SZ,皓宸医疗,中威启润(北京)科技有限公司,中威启润(北京)科技有限公司,11,中威启润(北京)科技有限公司,中威启润(北京)科技有限公司,5,北京,北京,100
240909,002622.SZ,皓宸医疗,中铁武汉电气化局集团有限公司北京分公司,中铁武汉电气化局集团有限公司北京分公司,13,中铁武汉电气化局集团有限公司北京分公司,中铁武汉电气化局集团有限公司北京分公司,7,北京,北京,100
240945,002622.SZ,皓宸医疗,中铁武汉电气化局集团物资贸易有限公司,中铁武汉电气化局集团物资贸易有限公司,14,中铁武汉电气化局集团物资贸易有限公司,中铁武汉电气化局集团物资贸易有限公司,8,武汉,武汉,100
241052,002622.SZ,皓宸医疗,北京云微健康科技有限公司,北京云微健康科技有限公司,17,北京云微健康科技有限公司,北京云微健康科技有限公司,10,北京,北京,100
241089,002622.SZ,皓宸医疗,北京奥立广告传媒有限公司,北京奥立广告传媒有限公司,18,北京奥立广告传媒有限公司,北京奥立广告传媒有限公司,12,北京,北京,100
241125,002622.SZ,皓宸医疗,北京榕悦伟业科技有限公司,北京榕悦伟业科技有限公司,19,北京榕悦伟业科技有限公司,北京榕悦伟业科技有限公司,13,北京,北京,100
241691,002622.SZ,皓宸医疗,安徽昊源化工集团有限公司,安徽昊源化工集团有限公司,35,安徽昊源化工集团有限公司,安徽昊源化工集团有限公司,19,安徽,安徽,100
241762,002622.SZ,皓宸医疗,安徽泉盛化工有限公司,安徽泉盛化工有限公司,37,安徽泉盛化工有限公司,安徽泉盛化工有限公司,20,安徽,安徽,100
241833,002622.SZ,皓宸医疗,宜春市公安消防支队,宜春市公安消防支队,39,宜春市公安消防支队,宜春市公安消防支队,21,宜春,宜春,100
241907,002622.SZ,皓宸医疗,山西华电汇森科技有限公司,山西华电汇森科技有限公司,41,山西华电汇森科技有限公司,山西华电汇森科技有限公司,25,山西,山西,100
241978,002622.SZ,皓宸医疗,成都冶金实验厂有限公司,成都冶金实验厂有限公司,43,成都冶金实验厂有限公司,成都冶金实验厂有限公司,26,成都,成都,100
242546,002622.SZ,皓宸医疗,陕西银河电气设备有限制造分公司,陕西银河电气设备有限制造分公司,59,陕西银河电气设备有限制造分公司,陕西银河电气设备有限制造分公司,34,陕西,陕西,100
242583,002625.SZ,光启技术,上海延锋江森座椅有限公司,上海延锋江森座椅有限公司,1,上海延锋江森座椅有限公司,上海延锋江森座椅有限公司,1,上海,上海,100
242605,002625.SZ,光启技术,合肥云鹤江森汽车座椅有限公司,合肥云鹤江森汽车座椅有限公司,4,合肥云鹤江森汽车座椅有限公司,合肥云鹤江森汽车座椅有限公司,2,合肥,合肥,100
242620,002625.SZ,光启技术,柳州五菱汽车工业有限公司,柳州五菱汽车工业有限公司,6,柳州五菱汽车工业有限公司,柳州五菱汽车工业有限公司,3,柳州,柳州,100
